Rank	Node
246	frontier03783
247	frontier03786
248	frontier03796
249	frontier03797
250	frontier03798
251	frontier03800
252	frontier03802
253	frontier03806
254	frontier03911
255	frontier03913
256	frontier03916
257	frontier03919
258	frontier03926
259	frontier03927
260	frontier03928
261	frontier03932
262	frontier03933
263	frontier03937
264	frontier03947
265	frontier03950
266	frontier03960
267	frontier04030
268	frontier04031
269	frontier04032
270	frontier04035
271	frontier04041
272	frontier04042
273	frontier04057
274	frontier04058
275	frontier04059
276	frontier04074
277	frontier04075
278	frontier04076
279	frontier04077
280	frontier04154
281	frontier04155
282	frontier04156
283	frontier04157
284	frontier04158
285	frontier04159
286	frontier04160
287	frontier04161
288	frontier04162
289	frontier04179
290	frontier04183
291	frontier04193
292	frontier04196
293	frontier04291
294	frontier04292
295	frontier04293
296	frontier04294
297	frontier04296
298	frontier04297
299	frontier04298
300	frontier04305
301	frontier04309
302	frontier04310
303	frontier04313
304	frontier04314
305	frontier04315
306	frontier04418
307	frontier04419
308	frontier04422
309	frontier04423
310	frontier04424
311	frontier04430
312	frontier04431
313	frontier04441
314	frontier04443
315	frontier04444
316	frontier04447
317	frontier04450
318	frontier04451
319	frontier04543
320	frontier04544
321	frontier04545
322	frontier04546
323	frontier04547
324	frontier04549
325	frontier04550
326	frontier04551
327	frontier04552
328	frontier04553
329	frontier04554
330	frontier04555
331	frontier04557
332	frontier04661
333	frontier04663
334	frontier04665
335	frontier04666
336	frontier04667
337	frontier04668
338	frontier04672
339	frontier04674
340	frontier04676
341	frontier04677
342	frontier04678
343	frontier04679
344	frontier04680
345	frontier04849
346	frontier04850
347	frontier04851
348	frontier04852
349	frontier04860
350	frontier04906
351	frontier04907
352	frontier04909
353	frontier04910
354	frontier04912
355	frontier04915
356	frontier04916
357	frontier04918
358	frontier04919
359	frontier04920
360	frontier04926
361	frontier04935
362	frontier04941
363	frontier05049
364	frontier05051
365	frontier05053
366	frontier05055
367	frontier05056
368	frontier05058
369	frontier05064
370	frontier05065
371	frontier05066
372	frontier05067
373	frontier05068
374	frontier05075
375	frontier05082
376	frontier05174
377	frontier05175
378	frontier05176
379	frontier05177
380	frontier05178
381	frontier05179
382	frontier05180
383	frontier05184
384	frontier05191
385	frontier05194
386	frontier05198
387	frontier05199
388	frontier05200
389	frontier05302
390	frontier05303
391	frontier05304
392	frontier05305
393	frontier05308
394	frontier05309
395	frontier05310
396	frontier05312
397	frontier05313
398	frontier05314
399	frontier05319
400	frontier05322
401	frontier05330
402	frontier05424
403	frontier05425
404	frontier05426
405	frontier05427
406	frontier05428
407	frontier05432
408	frontier05436
409	frontier05442
410	frontier05444
411	frontier05450
412	frontier05452
413	frontier05453
414	frontier05454
415	frontier05554
416	frontier05556
417	frontier05557
418	frontier05558
419	frontier05567
420	frontier05572
421	frontier05573
422	frontier05575
423	frontier05581
424	frontier05584
425	frontier05585
426	frontier05587
427	frontier05589
428	frontier05709
429	frontier05710
430	frontier05713
431	frontier05714
432	frontier05715
433	frontier05718
434	frontier05720
435	frontier05723
436	frontier05735
437	frontier05750
438	frontier05810
439	frontier05811
440	frontier05821
441	frontier05822
442	frontier05823
443	frontier05824
444	frontier05825
445	frontier05837
446	frontier05842
447	frontier05852
448	frontier05856
449	frontier05857
450	frontier05862
451	frontier05937
452	frontier05938
453	frontier05946
454	frontier05947
455	frontier05948
456	frontier05949
457	frontier05952
458	frontier05953
459	frontier05964
460	frontier05965
461	frontier05966
462	frontier05967
463	frontier05969
464	frontier06067
465	frontier06068
466	frontier06069
467	frontier06070
468	frontier06072
469	frontier06075
470	frontier06086
471	frontier06087
472	frontier06089
473	frontier06093
474	frontier06120
475	frontier06124
476	frontier06125
477	frontier06194
478	frontier06205
479	frontier06208
480	frontier06217
481	frontier06222
482	frontier06223
483	frontier06224
484	frontier06226
485	frontier06228
486	frontier06231
487	frontier06232
488	frontier06234
489	frontier06335
490	frontier06337
491	frontier06341
492	frontier06343
493	frontier06346
494	frontier06347
495	frontier06350
496	frontier06358
497	frontier06359
498	frontier06360
499	frontier06361
500	frontier06363
501	frontier06470
502	frontier06472
503	frontier06476
504	frontier06494
505	frontier06496
506	frontier06498
507	frontier06642
508	frontier07020
509	frontier07028
510	frontier07030
511	frontier07034
